"","KIR3DP1","KIR2DS5","KIR2DL3","KIR2DP1","KIR2DS3","KIR2DS2","KIR2DL4","KIR3DL3","KIR3DL1","KIR3DS1","KIR2DL2","KIR3DL2","KIR2DS4","KIR2DL1","KIR2DS1","KIR2DL5"
"1019_S303_L001_R",0.477213622291022,0.00043343653250774,0.677585139318885,0.650216718266254,0,0.613684210526316,0.874984520123839,1,1.26371517027864,0.114489164086687,0.504520123839009,1.34804953560372,1.22383900928793,0.571021671826625,0.00773993808049536,0.0208668730650155
"1020_S304_L001_R",0.4950414446418,0.528493191237419,1.33281527531083,1.23830669034932,0.00014801657785672,0,0.909265837773831,1,0.695899940793369,0.765097690941385,0.00014801657785672,1.35990230905861,0.715290112492599,1.0665334517466,0.272498519834221,0.482238010657194
"1021_S305_L001_R",0.492277882259076,0.534906251780931,1.27377899356015,1.25520031914287,0.00011397959765202,0.000512908189434091,0.938223058072605,1,0.686271157462814,0.774263406850174,0.000854846982390152,1.38017894796831,0.66546988089132,1.06764689120647,0.269447768849376,0.470963697498148
"1022_S306_L001_R",0.480996727913416,0.000188774226025673,0.000377548452051347,0,0,1.15227787566071,0.936257236345331,1,1.42958721369242,0.0468789327963755,0.943871130128366,1.42386106216965,1.31109992449031,0,0.00125849484017116,0.00427888245658193
"1023_S307_L001_R",0.482200647249191,0,0.714748035136385,0.684697179842811,0,0.66011712128217,0.912621359223301,1,1.3988287871783,0.0611804592387117,0.496224379719525,1.36947141316073,1.33456618893512,0.554476806903991,0.00716597318539066,0.0194945292032671
"1024_S308_L001_R",0.458462974486621,0,1.26923874714789,1.26389753163244,0.000207425845260319,0.00010371292263016,0.918222360506119,1,1.34028209914955,0.0514934660858743,0.000518564613150799,1.35822443476457,1.27763949388094,1.0897635345364,0.00202240199128811,0.0207425845260319
"1025_S309_L001_R",0.489403130382686,0,0.705759005466936,0.678948550887441,0.000224668613794653,0.634763723507826,0.833295888564368,1,1.23642627124991,0.0620085374073242,0.509922863775931,1.34598966524377,1.23597693402232,0.593349809031678,0.00344491874485134,0.0190968321725455
"1026_S310_L001_R",0.508576673742184,0.526934771384315,0.000172107165394986,0.72003901095749,0.703516723079571,1.11267282427858,0.873615971544949,1,0.706155699615627,0.722677987493546,0.879639722333773,1.31036658826229,0.641730250702771,0.416441971200734,0.265217141873673,0.777063851758362
"1027_S311_L001_R",0.689207367549669,0.857615894039735,0.624430877483444,0.640469784768212,0.000776076158940397,0.70664321192053,1.18843129139073,1,0.618429221854305,1.17730753311258,0.810016556291391,1.27328228476821,0.519194950331126,0.528973509933775,0.240376655629139,0.74974130794702
"1028_S312_L001_R",0.516555883801083,0.950763170851797,1.34121122599705,1.30311422944362,0.00135401280157558,0.000246184145741014,0.877708025603151,1,0.00184638109305761,1.32920974889217,0.00135401280157558,1.32650172328902,0.000307730182176268,1.12235352043328,0.514709502708026,0.814069423929099
"1029_S313_L001_R",0.477468915815316,0.544626593806922,0.683139304664608,1.26673002296666,1.14049259523244,0.605527837174309,0.877167973390354,1,0.000633562999920805,1.40302526332462,0.526015680684248,1.4271798526966,7.91953749901006e-05,0.994456323750693,0.549615902431298,1.24012037696998
"1030_S314_L001_R",0.472824501701507,0.000145843461351483,1.23932912007778,1.22732134175984,0,0,0.850656295576082,1,1.27360233349538,0.0488575595527467,0.000631988332523092,1.29737481769567,1.23524550315994,1.03971803597472,0.000194457948468644,0.0198833252309188
"1031_S315_L001_R",0.524103355187042,0.000154261473197069,0.68106440416506,0.694793675279599,0.000154261473197069,0.648360971847281,0.903278056305438,1,1.39652911685307,0.0677207867335133,0.527111453914385,1.46671808715773,1.38912456613961,0.564365599691477,0.00231392209795604,0.0267643655996915
